KXLU,88.9,http://kxlu.streamguys1.com/kxlu-lo
LAist,89.3,http://3.88.129.151/southerncalipr-kpccfmmp3-imc?session-id=9a67f16aa32b96fef88ba726540a74cb&source=kpcc
KCRW Live,89.9,media.kcrw.com/pls/kcrwsimulcast.pls
KCRW Music,89.9,media.kcrw.com/pls/kcrwmusic.pls
KRCC,91.5,streams.krcc.org/krcc_mp3
